carat,cut,color,clarity,depth,table,price,x,y,z
0.32,Good,F,VS2,63.2,58.0,53535,4.32,4.35,2.74
0.32,Ideal,F,VS2,62.2,55.0,53535,4.35,4.37,2.71
0.32,Very Good,G,VS1,62.9,57.0,53535,4.37,4.4,2.76
0.32,Premium,G,VS1,61.4,58.0,53535,4.36,4.4,2.69
0.32,Ideal,F,VS2,61.1,57.0,53535,4.4,4.44,2.7
0.32,Good,G,VS1,63.2,55.0,53535,4.37,4.39,2.77
0.32,Very Good,F,VS2,61.0,61.0,53535,4.38,4.41,2.68
0.32,Very Good,F,VS2,62.8,57.0,53535,4.33,4.36,2.73
0.32,Ideal,F,VS2,61.6,57.0,53535,4.4,4.43,2.72
0.32,Good,F,VS2,63.4,57.0,53535,4.32,4.36,2.75
0.32,Ideal,G,VS1,61.6,56.0,53535,4.38,4.42,2.71
0.32,Very Good,G,VS1,62.5,60.0,53535,4.29,4.35,2.7
0.32,Ideal,G,VS1,61.2,56.0,53535,4.39,4.43,2.7
0.32,Ideal,F,VS2,61.5,55.0,53535,4.4,4.42,2.71
0.32,Very Good,F,VS2,60.8,58.0,53535,4.41,4.44,2.69
0.32,Premium,G,VS1,61.0,59.0,53535,4.39,4.43,2.69
2.03,Ideal,G,SI2,62.5,56.0,1369915,8.1,8.05,5.05
2.05,Premium,G,SI2,60.1,59.0,1369998,8.3,8.2,4.96
2.1,Fair,F,SI2,59.5,69.0,1369998,8.35,8.25,4.94
1.62,Ideal,E,VS2,61.4,57.0,1370081,7.58,7.54,4.64
2.06,Good,H,SI2,63.7,57.0,1370496,8.12,8.03,5.14
2.11,Ideal,I,VS2,60.3,61.0,1370496,8.29,8.22,4.98
1.8,Ideal,F,SI1,61.8,57.0,1370579,7.83,7.79,4.83
1.51,Premium,E,VS1,62.7,58.0,1370994,7.25,7.33,4.57
1.52,Good,F,VS1,63.4,60.0,1371077,7.25,7.3,4.61
1.51,Ideal,F,VS1,62.1,56.0,1371160,7.38,7.34,4.57
1.7,Premium,G,VS1,61.0,59.0,1371243,7.7,7.64,4.68
2.2,Ideal,H,SI2,60.0,58.0,1371990,8.47,8.5,5.09
2.47,Premium,J,SI2,59.4,59.0,1372156,8.85,8.79,5.24
2.44,Very Good,J,VS2,60.1,59.0,1372239,8.75,8.83,5.28
3.01,Ideal,J,I1,65.4,60.0,1372654,8.99,8.93,5.86
2.0,Good,I,VS2,63.3,56.0,1373152,7.98,8.03,5.07
2.0,Premium,I,VS2,60.7,60.0,1373152,8.02,8.07,4.88
1.41,Ideal,F,VVS1,61.1,57.0,1373235,7.2,7.28,4.42
1.6,Ideal,G,IF,59.8,54.0,1373401,7.75,7.63,4.6
2.22,Very Good,I,SI2,63.2,57.0,1373401,8.28,8.23,5.22
1.51,Premium,F,VS1,60.0,60.0,1373733,7.42,7.39,4.44
2.24,Very Good,I,SI2,61.7,57.7,1374314,8.37,8.43,5.18
2.21,Ideal,D,SI2,62.0,57.0,1374314,8.36,8.31,5.18
1.5,Premium,E,VS1,60.3,60.0,1374314,7.43,7.34,4.45
2.02,Ideal,I,SI1,61.8,56.0,1374480,8.07,8.09,4.99
2.01,Ideal,I,SI1,61.4,57.0,1374646,8.13,8.19,5.01
2.28,Premium,J,VS2,62.9,58.0,1374812,8.42,8.34,5.27
2.02,Good,H,SI2,60.2,55.0,1374895,8.08,8.19,4.9
1.57,Ideal,E,VS2,62.3,57.0,1375310,7.39,7.44,4.62
2.25,Ideal,I,SI2,60.5,56.0,1375725,8.49,8.54,5.15
1.71,Ideal,D,SI1,60.3,60.0,1375725,7.69,7.77,4.66
2.0,Very Good,F,SI1,63.6,58.0,1376140,7.91,7.98,5.05
2.01,Very Good,H,SI1,60.6,62.0,1376306,8.05,8.08,4.89
2.01,Good,E,SI2,60.0,64.0,1376306,8.09,8.17,4.88
1.69,Premium,F,VS2,58.7,59.0,1376389,7.87,7.78,4.59
2.06,Premium,G,SI2,61.8,58.0,1376721,8.15,8.1,5.02
2.45,Ideal,F,SI2,62.0,55.0,1376887,8.67,8.64,5.36
2.28,Ideal,J,VS1,62.6,54.2,1377136,8.37,8.41,5.25
2.02,Good,I,VS2,57.9,62.0,1377219,8.28,8.36,4.82
1.59,Ideal,G,VVS1,59.9,56.0,1377717,7.57,7.64,4.55
1.53,Premium,G,VVS1,60.6,58.0,1377883,7.49,7.45,4.53
2.06,Very Good,F,SI2,61.5,56.0,1378049,8.15,8.18,5.02
2.05,Premium,I,SI1,60.6,58.0,1378713,8.22,8.13,4.95
1.51,Very Good,F,VVS2,58.0,65.0,1378879,7.58,7.62,4.41
2.04,Very Good,I,VS2,61.0,61.0,1379128,8.08,8.14,4.95
2.07,Ideal,J,VVS2,62.7,54.0,1379211,8.12,8.17,5.11
1.71,Ideal,G,VS1,62.1,55.0,1379294,7.74,7.59,4.76
2.01,Good,D,SI2,59.9,65.0,1379792,8.0,8.07,4.81
2.01,Very Good,I,VS2,59.2,62.0,1379958,8.14,8.17,4.83
2.01,Premium,I,VS2,60.5,60.0,1379958,8.15,8.17,4.94
2.01,Very Good,I,VS2,62.7,58.0,1379958,7.94,7.98,4.99
2.06,Ideal,I,SI1,61.9,56.0,1379958,8.17,8.19,5.06
1.52,Premium,E,VS1,59.9,60.0,1380124,7.39,7.47,4.45
1.52,Premium,E,VS1,60.6,58.0,1380124,7.38,7.44,4.49
2.1,Premium,H,SI2,60.4,59.0,1380207,8.33,8.28,5.02
2.1,Ideal,H,SI2,63.0,57.0,1380207,8.13,8.08,5.11
2.03,Premium,E,SI1,62.9,57.0,1380207,8.04,7.98,5.04
1.75,Very Good,G,VS2,62.6,58.0,1380456,7.63,7.67,4.79
1.52,Premium,E,VS1,62.4,55.0,1380788,7.41,7.33,4.6
2.05,Very Good,J,VS1,61.4,58.5,1381203,8.13,8.16,5.0
2.03,Ideal,H,SI2,61.6,55.0,1381286,8.18,8.12,5.02
1.67,Ideal,G,VS1,61.5,55.0,1381369,7.62,7.67,4.7
2.38,Premium,H,SI1,58.2,60.0,1381369,8.81,8.78,5.12
2.0,Good,H,SI1,63.6,58.0,1381950,7.96,7.87,5.03
2.0,Ideal,E,SI1,62.6,57.0,1381950,8.08,8.01,5.04
2.0,Ideal,E,SI2,62.2,57.0,1381950,8.11,8.09,5.04
2.24,Premium,H,SI2,61.4,57.0,1382448,8.43,8.35,5.15
2.21,Premium,F,SI2,59.6,60.0,1382531,8.53,8.49,5.07
2.02,Ideal,H,SI1,62.3,57.0,1383195,8.04,8.14,5.04
1.51,Premium,E,VS1,62.7,58.0,1383527,7.33,7.25,4.57
1.52,Very Good,F,VS1,63.4,60.0,1383610,7.3,7.25,4.61
2.01,Very Good,H,VS2,63.5,59.0,1384191,7.92,7.86,5.01
1.8,Ideal,H,VS1,62.0,57.0,1384689,7.84,7.78,4.84
2.39,Premium,H,SI1,60.6,58.0,1385021,8.65,8.58,5.22
2.4,Ideal,J,SI1,62.7,57.0,1385021,8.6,8.5,5.36
1.51,Ideal,D,VS1,63.0,53.4,1385104,7.28,7.3,4.6
2.22,Ideal,J,VS1,61.8,59.0,1385187,8.34,8.37,5.16
2.18,Good,H,SI2,60.4,64.0,1385270,8.38,8.47,5.09
2.03,Very Good,I,SI1,62.2,59.0,1385519,8.03,8.09,5.01
2.0,Very Good,I,VS2,63.3,56.0,1385602,8.03,7.98,5.07
2.0,Premium,I,VS2,60.7,60.0,1385602,8.07,8.02,4.88
2.01,Premium,I,VS2,61.7,60.0,1386100,8.09,8.02,4.97
2.09,Ideal,H,SI2,60.6,57.0,1386349,8.3,8.2,5.0
2.09,Ideal,I,SI1,61.4,56.0,1386432,8.23,8.27,5.06
2.02,Ideal,I,SI1,62.2,57.0,1386432,8.1,8.04,5.02
2.36,Ideal,I,SI2,62.8,55.0,1386681,8.47,8.5,5.33
2.02,Premium,I,VS2,59.6,60.0,1386847,8.2,8.25,4.9
2.24,Ideal,I,SI2,61.7,58.0,1386847,8.43,8.37,5.18
2.53,Ideal,I,SI1,62.4,57.0,1386847,8.68,8.59,5.39
2.48,Premium,I,SI1,61.0,60.0,1387345,8.68,8.61,5.27
1.51,Very Good,F,VVS2,61.9,58.0,1387428,7.3,7.36,4.54
1.51,Very Good,F,VVS2,61.4,58.0,1387428,7.31,7.34,4.5
2.17,Ideal,I,SI1,62.1,57.0,1387428,8.26,8.32,5.15
2.51,Very Good,E,SI2,63.1,56.0,1387511,8.65,8.6,5.44
2.04,Ideal,I,SI1,60.2,56.0,1387594,8.19,8.26,4.95
2.04,Ideal,I,SI1,61.0,57.0,1387594,8.18,8.21,5.0
2.14,Premium,H,SI2,62.0,60.0,1388009,8.27,8.19,5.1
2.11,Ideal,I,VS1,61.9,57.0,1388009,8.28,8.22,5.11
2.01,Very Good,F,SI2,60.3,60.0,1388424,8.08,8.11,4.88
2.01,Good,I,SI1,58.8,60.0,1388673,8.27,8.19,4.84
2.01,Premium,H,SI1,60.6,62.0,1388839,8.08,8.05,4.89
2.01,Premium,H,SI1,60.9,59.0,1388839,8.15,8.04,4.93
2.01,Premium,H,SI1,61.5,53.0,1388839,8.13,8.03,4.97
2.01,Ideal,H,SI1,65.1,56.0,1388839,7.91,7.84,5.12
2.01,Good,E,SI2,60.0,64.0,1388839,8.17,8.09,4.88
2.01,Premium,G,SI2,59.0,60.0,1388839,8.31,8.26,4.89
1.54,Premium,D,VS2,59.3,59.0,1389088,7.54,7.61,4.49
2.01,Good,H,SI1,62.2,58.0,1389171,7.99,8.05,4.99
2.01,Very Good,G,SI1,63.2,56.0,1389586,8.04,7.96,5.06
2.03,Premium,H,SI1,61.7,59.0,1390001,8.1,8.17,5.02
1.54,Very Good,D,VS1,59.1,59.0,1390250,7.51,7.55,4.45
1.51,Ideal,F,VVS2,62.6,57.0,1390582,7.36,7.25,4.57
2.04,Premium,I,VS2,61.0,61.0,1391744,8.14,8.08,4.95
2.07,Ideal,J,VVS2,62.7,54.0,1391827,8.17,8.12,5.11
2.01,Good,D,SI2,59.9,65.0,1392408,8.07,8.0,4.81
2.01,Premium,D,SI2,62.7,58.0,1392408,8.06,7.99,5.03
2.13,Premium,G,SI2,60.7,60.0,1392574,8.27,8.37,5.05
2.01,Premium,I,VS2,62.8,58.0,1392574,8.01,7.94,5.01
2.01,Premium,I,VS2,62.7,58.0,1392574,7.98,7.94,4.99
2.01,Premium,I,VS2,59.2,62.0,1392574,8.17,8.14,4.83
2.01,Premium,I,VS2,62.6,59.0,1392574,8.04,8.01,5.02
2.01,Premium,I,VS2,61.0,61.0,1392574,8.15,7.99,4.92
2.01,Premium,I,VS2,60.5,60.0,1392574,8.17,8.15,4.94
1.52,Premium,E,VS1,60.6,58.0,1392657,7.44,7.38,4.49
1.52,Premium,E,VS1,59.9,60.0,1392657,7.47,7.39,4.45
1.71,Premium,F,VS2,60.8,58.0,1392657,7.79,7.7,4.71
2.1,Premium,E,SI2,62.9,59.0,1392989,8.18,8.13,5.13
1.75,Ideal,G,VS2,62.6,56.0,1392989,7.72,7.65,4.81
1.5,Premium,F,VS1,60.2,59.0,1392989,7.41,7.37,4.45
1.75,Premium,G,VS2,61.5,59.0,1392989,7.76,7.66,4.74
1.52,Very Good,F,VVS2,63.7,57.0,1393238,7.28,7.31,4.65
2.03,Premium,I,SI1,61.2,58.0,1393321,8.21,8.16,5.01
1.69,Ideal,F,VS2,62.2,57.0,1393487,7.59,7.66,4.74
2.02,Good,I,VS2,57.9,62.0,1393487,8.25,8.3,4.79
2.37,Ideal,J,VS2,62.2,57.0,1393487,8.58,8.52,5.32
1.62,Ideal,F,VS1,61.3,56.0,1393570,7.54,7.63,4.65
2.39,Very Good,J,VS2,62.2,60.0,1393653,8.49,8.51,5.29
2.03,Ideal,I,VS2,62.7,57.0,1393736,8.02,8.05,5.04
1.5,Premium,D,VS1,62.8,58.0,1393819,7.29,7.26,4.57
2.05,Ideal,J,VS1,61.4,59.0,1393819,8.16,8.13,5.0
2.4,Premium,F,SI2,62.6,59.0,1394151,8.53,8.49,5.33
2.04,Ideal,H,SI2,61.5,57.0,1394400,8.15,8.18,5.02
2.31,Very Good,I,SI1,62.5,55.0,1394483,8.43,8.5,5.29
1.75,Ideal,G,VS2,62.1,57.0,1394649,7.73,7.69,4.79
2.21,Premium,F,SI1,62.1,59.0,1394732,8.33,8.26,5.15
2.23,Premium,G,SI2,61.4,58.0,1394815,8.41,8.32,5.14
1.73,Very Good,G,VS2,62.9,58.0,1394981,7.58,7.65,4.79
1.4,Ideal,F,VVS1,61.9,57.0,1395064,7.2,7.14,4.44
2.01,Very Good,I,VS1,64.4,56.0,1395313,7.84,7.9,5.07
1.71,Premium,G,VS1,62.7,58.0,1395479,7.66,7.62,4.79
1.71,Ideal,G,VS2,61.8,57.0,1395811,7.7,7.6,4.73
2.05,Very Good,F,SI2,59.5,58.0,1395977,8.26,8.3,4.93
2.48,Premium,I,VS2,60.1,58.0,1396060,8.83,8.76,5.29
1.25,Ideal,E,IF,61.8,55.0,1396309,6.95,6.9,4.28
2.09,Very Good,F,SI2,62.7,61.0,1396392,8.07,8.14,5.08
2.42,Ideal,H,SI2,62.3,57.0,1396558,8.62,8.55,5.35
2.51,Very Good,J,SI1,63.8,55.0,1397886,8.51,8.6,5.46
2.18,Good,H,SI2,60.4,64.0,1397886,8.47,8.38,5.09
2.08,Premium,G,VS2,61.3,58.0,1398882,8.21,8.17,5.02
2.06,Premium,F,SI2,61.7,59.0,1399131,8.21,8.13,5.04
2.02,Premium,I,VS2,59.6,60.0,1399463,8.25,8.2,4.9
2.04,Premium,D,SI2,61.8,60.0,1400376,8.09,8.13,5.01
2.0,Very Good,H,SI1,63.3,59.0,1400376,8.02,8.0,5.07
2.04,Very Good,I,VS2,62.5,58.0,1400542,8.09,8.22,5.1
2.18,Very Good,G,SI2,63.1,58.0,1400874,8.29,8.23,5.21
1.76,Premium,G,VS2,61.5,58.0,1400957,7.78,7.74,4.77
2.01,Premium,F,SI2,60.3,60.0,1401123,8.11,8.08,4.88
2.01,Premium,F,SI2,61.3,61.0,1401123,8.11,8.01,4.94
1.54,Premium,D,VS2,59.3,59.0,1401787,7.61,7.54,4.49
2.05,Premium,I,VS2,60.8,58.0,1402368,8.26,8.19,5.0
2.03,Premium,H,SI1,61.7,59.0,1402700,8.17,8.1,5.02
2.03,Ideal,H,SI1,64.4,54.0,1402700,7.97,7.92,5.12
2.03,Ideal,H,SI1,62.9,57.0,1402700,8.07,7.99,5.05
2.01,Very Good,H,SI1,62.6,59.0,1402783,7.95,7.98,4.99
2.26,Ideal,I,SI1,62.4,57.0,1403032,8.43,8.37,5.24
2.14,Very Good,I,VS2,59.7,57.0,1403862,8.41,8.48,5.04
2.01,Very Good,I,VS1,59.8,63.0,1403862,8.11,8.14,4.86
2.01,Very Good,I,VS1,62.9,62.0,1403862,7.98,8.02,5.03
2.63,Ideal,J,SI2,62.1,57.0,1403862,8.83,8.88,5.5
2.49,Ideal,J,SI1,63.8,54.0,1403945,8.56,8.49,5.45
1.52,Ideal,E,VS1,62.4,54.0,1404028,7.32,7.39,4.59
1.54,Premium,D,VS2,62.7,59.0,1404443,7.33,7.29,4.58
2.01,Ideal,G,SI2,61.0,54.0,1404526,8.01,8.13,4.92
2.02,Premium,G,SI2,61.3,56.0,1405107,8.22,8.16,5.02
2.13,Premium,G,SI2,60.7,60.0,1405273,8.37,8.27,5.05
2.53,Premium,J,SI2,62.6,57.0,1405522,8.77,8.67,5.46
2.37,Ideal,H,SI2,62.1,55.0,1405771,8.52,8.54,5.3
1.93,Premium,H,VS1,60.5,60.0,1406103,7.98,8.06,4.85
2.04,Premium,I,SI1,62.2,57.0,1406186,8.14,8.07,5.04
2.02,Premium,G,SI2,60.1,59.0,1406352,8.21,8.29,4.96
2.03,Ideal,I,VS2,62.7,57.0,1406435,8.05,8.02,5.04
1.5,Ideal,G,VVS2,62.2,55.0,1406684,7.33,7.35,4.57
2.28,Premium,H,SI2,61.9,61.0,1407182,8.42,8.32,5.18
1.7,Very Good,G,VS1,60.6,59.0,1407265,7.74,7.63,4.66
2.5,Ideal,I,VS2,61.9,57.0,1407265,8.7,8.68,5.38
2.01,Very Good,E,SI1,60.8,59.0,1407348,8.14,8.2,4.97
2.01,Premium,H,SI1,58.5,58.0,1407348,8.3,8.25,4.84
2.07,Premium,E,SI1,61.2,58.0,1407431,8.24,8.19,5.03
1.73,Premium,G,VS2,61.6,58.0,1407680,7.74,7.71,4.76
1.73,Premium,G,VS2,62.9,58.0,1407680,7.65,7.58,4.79
2.06,Ideal,I,SI1,62.0,56.0,1407680,8.12,8.17,5.05
2.28,Ideal,E,SI2,62.0,55.0,1408427,8.49,8.45,5.25
3.0,Premium,I,SI2,60.7,59.0,1408510,9.3,9.14,5.6
3.0,Fair,I,SI2,64.8,59.0,1408510,8.93,8.73,5.72
1.73,Premium,F,VS2,61.2,58.0,1408925,7.76,7.69,4.73
2.02,Premium,H,SI1,62.1,61.0,1409755,8.06,7.99,4.98
1.68,Ideal,G,VS1,62.0,55.0,1409755,7.59,7.66,4.73
2.41,Ideal,I,SI2,62.5,57.0,1409921,8.57,8.51,5.34
1.5,Very Good,E,VS1,59.5,61.0,1410004,7.43,7.46,4.43
2.12,Premium,H,SI2,59.1,59.0,1410336,8.47,8.43,4.99
2.27,Premium,J,VS1,62.4,58.0,1410502,8.36,8.41,5.23
2.2,Premium,H,SI2,61.1,59.0,1410668,8.41,8.35,5.12
2.31,Premium,I,SI2,58.8,58.0,1411000,8.7,8.64,5.1
2.09,Premium,H,SI2,62.1,58.0,1411083,8.17,8.22,5.09
2.01,Very Good,H,SI1,61.5,60.0,1411249,8.09,8.01,4.95
2.01,Very Good,F,SI2,62.0,54.0,1411415,8.03,8.12,5.01
2.05,Ideal,H,SI1,61.9,57.0,1411498,8.09,8.14,5.02
1.71,Ideal,G,VS1,63.0,56.0,1411747,7.65,7.58,4.8
2.26,Ideal,J,VS2,61.1,57.0,1411830,8.44,8.47,5.17
2.06,Premium,G,SI2,61.7,58.0,1411996,8.2,8.15,5.04
2.01,Premium,G,SI2,59.9,62.0,1412162,8.15,8.04,4.85
2.19,Premium,H,SI1,61.6,58.0,1412328,8.35,8.3,5.13
1.75,Premium,F,VS2,61.4,58.0,1412411,7.72,7.76,4.75
2.07,Very Good,H,SI1,59.8,58.0,1412577,8.23,8.26,4.93
2.01,Very Good,E,SI2,62.0,61.0,1412992,8.04,8.1,5.0
2.01,Very Good,E,SI2,58.9,60.0,1412992,8.2,8.24,4.84
2.6,Fair,G,SI2,64.6,57.0,1413241,8.6,8.55,5.54
1.67,Very Good,G,VVS2,61.6,57.0,1413324,7.61,7.69,4.71
2.5,Very Good,J,SI1,62.8,57.0,1413324,8.58,8.65,5.41
2.04,Premium,I,VS2,62.5,58.0,1413324,8.22,8.09,5.1
1.54,Ideal,F,VS2,61.0,56.0,1413407,7.44,7.49,4.55
1.75,Very Good,G,VS1,59.6,60.0,1413988,7.76,7.9,4.67
2.14,Premium,I,VS2,60.7,59.0,1414154,8.28,8.33,5.04
2.4,Ideal,I,SI2,63.8,58.0,1414237,8.41,8.37,5.35
1.71,Premium,G,VS1,62.3,58.0,1414403,7.61,7.65,4.75
1.07,Ideal,D,IF,60.9,54.0,1414486,6.66,6.73,4.08
2.13,Premium,F,SI2,61.5,58.0,1414735,8.28,8.33,5.11
2.07,Ideal,I,VS2,60.3,59.0,1414735,8.23,8.28,4.98
1.71,Ideal,G,VS1,61.4,57.0,1415067,7.65,7.72,4.72
2.04,Ideal,F,SI2,62.4,56.0,1415067,8.07,8.14,5.06
1.6,Ideal,G,VS1,62.0,54.0,1415150,7.53,7.5,4.6
2.27,Good,J,VS1,59.3,61.0,1415233,8.47,8.55,5.05
2.09,Ideal,G,VS2,61.8,57.0,1415233,8.24,8.17,5.07
1.71,Very Good,F,VS2,58.5,61.0,1415316,7.88,7.79,4.58
2.32,Premium,J,VS2,62.4,57.0,1415399,8.48,8.4,5.27
1.53,Very Good,F,VVS2,62.8,59.0,1415731,7.28,7.34,4.59
2.01,Premium,G,VS2,60.6,59.0,1415731,8.16,8.12,4.93
2.31,Very Good,I,SI2,62.9,58.0,1416146,8.34,8.43,5.27
2.15,Ideal,H,SI2,61.8,57.0,1416229,8.24,8.3,5.11
2.15,Very Good,H,SI2,62.8,58.0,1416395,8.17,8.22,5.15
2.05,Premium,E,SI2,58.6,59.0,1416478,8.43,8.36,4.92
2.12,Ideal,I,VS2,62.7,56.0,1416644,8.16,8.24,5.14
2.01,Very Good,I,VS1,59.8,63.0,1416644,8.14,8.11,4.86
2.01,Premium,I,VS1,62.9,62.0,1416644,8.02,7.98,5.03
2.01,Ideal,I,VS1,62.5,56.0,1416644,8.08,8.02,5.03
2.01,Premium,H,VS2,60.1,61.0,1416644,8.14,8.06,4.87
1.7,Very Good,G,VVS2,61.5,60.0,1417059,7.59,7.64,4.68
2.13,Premium,H,SI2,62.3,57.0,1417059,8.24,8.16,5.11
1.61,Ideal,G,VS1,61.8,57.0,1417308,7.48,7.51,4.63
2.01,Ideal,F,SI2,62.2,56.0,1417474,8.05,8.08,5.02
2.01,Very Good,D,SI2,61.8,59.0,1417557,8.07,8.15,5.01
2.05,Premium,E,SI2,59.7,59.0,1417723,8.27,8.39,4.97
2.0,Very Good,I,VS2,63.1,60.0,1417972,7.95,7.99,5.03
2.0,Good,D,SI2,64.1,57.0,1418802,7.91,7.82,5.04
2.07,Ideal,G,SI2,62.0,55.0,1418885,8.23,8.13,5.07
2.01,Very Good,H,SI1,60.0,58.0,1418885,8.16,8.25,4.92
1.93,Premium,H,VS1,60.5,60.0,1418968,8.06,7.98,4.85
2.02,Premium,G,SI2,60.1,59.0,1419217,8.29,8.21,4.96
1.02,Very Good,D,IF,61.7,59.0,1419300,6.42,6.52,3.99
2.53,Fair,H,SI2,64.6,59.0,1419549,8.54,8.45,5.4
1.56,Ideal,F,VS2,62.0,55.0,1419964,7.41,7.45,4.61
1.51,Good,D,VS1,63.7,55.0,1420213,7.28,7.22,4.62
1.7,Ideal,F,VS2,62.7,55.0,1420462,7.54,7.58,4.74
2.09,Ideal,I,SI1,61.8,56.0,1420462,8.15,8.22,5.06
2.01,Good,E,SI2,62.3,61.0,1420545,7.99,8.04,4.99
2.57,Premium,E,SI2,61.3,60.0,1420628,8.82,8.73,5.38
2.01,Very Good,E,SI2,60.6,59.0,1420794,8.11,8.25,4.96
2.22,Ideal,G,SI2,62.5,54.0,1421209,8.28,8.35,5.2
1.72,Ideal,G,VS2,62.4,55.0,1421375,7.63,7.68,4.78
2.01,Ideal,I,SI1,59.9,60.0,1421458,8.27,8.2,4.93
2.14,Premium,D,SI2,59.8,59.0,1421541,8.4,8.36,5.01
2.0,Premium,G,SI2,60.4,61.0,1422288,8.21,8.12,4.93
2.05,Very Good,E,SI2,62.5,56.0,1422454,8.08,8.17,5.08
2.02,Ideal,H,SI1,62.4,58.0,1422703,8.07,8.03,5.02
2.25,Ideal,I,SI2,62.4,57.0,1422869,8.39,8.32,5.21
1.5,Premium,E,VS1,59.5,61.0,1422869,7.46,7.43,4.43
2.71,Premium,E,SI2,60.4,59.0,1423118,9.13,9.03,5.48
2.27,Premium,J,VS1,62.4,58.0,1423367,8.41,8.36,5.23
2.22,Good,I,SI1,57.8,58.0,1423533,8.58,8.54,4.95
1.5,Very Good,D,VS2,62.4,57.0,1423699,7.2,7.25,4.51
2.02,Premium,I,VS1,61.2,59.0,1423699,8.13,8.05,4.95
2.09,Premium,H,SI2,62.1,58.0,1423948,8.22,8.17,5.09
2.22,Very Good,I,SI1,62.4,55.0,1424280,8.29,8.35,5.19
2.51,Ideal,H,SI2,62.0,57.0,1424446,8.72,8.67,5.39
2.74,Very Good,J,SI2,61.5,62.0,1424612,8.87,8.9,5.46
2.02,Premium,H,SI2,61.5,58.0,1424778,8.14,8.1,4.99
2.42,Premium,J,VS2,61.3,59.0,1424944,8.61,8.58,5.27
2.42,Premium,J,VS2,61.3,59.0,1424944,8.61,8.58,5.27
1.75,Premium,F,VS2,61.4,58.0,1425276,7.76,7.72,4.75
2.0,Premium,F,SI1,58.8,61.0,1425276,8.29,8.23,4.86
0.32,Ideal,G,VS1,61.7,55.0,53535,4.39,4.43,2.72
0.32,Very Good,G,VS1,62.1,55.0,53535,4.41,4.44,2.75
0.32,Ideal,G,VS1,61.9,55.0,53535,4.39,4.43,2.73
0.32,Ideal,F,VS2,62.5,56.0,53535,4.37,4.43,2.75
0.32,Ideal,F,VS2,62.5,56.0,53535,4.37,4.4,2.74
0.32,Premium,H,VVS2,62.3,58.0,53535,4.33,4.37,2.71
0.32,Ideal,F,VS2,62.4,57.0,53535,4.34,4.38,2.72
0.32,Ideal,G,VS1,62.3,56.0,53535,4.37,4.39,2.73
0.32,Premium,F,VS2,60.7,58.0,53535,4.41,4.45,2.69
0.32,Very Good,G,VS1,61.7,55.0,53535,4.37,4.41,2.71
0.32,Ideal,H,VVS2,62.0,55.0,53535,4.39,4.42,2.73
0.32,Ideal,G,VS1,62.1,55.0,53535,4.38,4.41,2.73
0.32,Premium,F,VS2,59.4,58.0,53535,4.44,4.48,2.65
0.32,Very Good,G,VS1,62.8,54.0,53535,4.38,4.41,2.76
0.32,Ideal,H,VVS2,61.2,56.0,53535,4.4,4.43,2.7
0.32,Ideal,G,VS1,60.5,56.0,53535,4.42,4.44,2.68
0.32,Very Good,H,VVS2,62.9,57.0,53535,4.36,4.39,2.75
0.32,Ideal,H,VVS2,61.8,55.0,53535,4.38,4.42,2.72
0.32,Premium,F,VS2,61.2,59.0,53535,4.4,4.42,2.7
0.27,Very Good,E,SI1,60.6,57.0,53618,4.19,4.25,2.55
0.42,Good,F,SI2,64.1,56.0,53618,4.76,4.72,3.04
0.33,Ideal,I,VVS1,62.2,54.0,53618,4.43,4.45,2.76
0.31,Ideal,H,VS2,61.4,56.0,53618,4.38,4.42,2.7
0.35,Ideal,G,VS2,61.3,56.0,53618,4.54,4.58,2.8
0.35,Ideal,H,VS1,61.8,57.0,53618,4.53,4.56,2.81
0.28,Premium,H,VVS1,59.9,62.0,53618,4.28,4.23,2.55
0.28,Premium,H,VVS1,61.5,58.0,53618,4.22,4.17,2.58
0.28,Premium,G,VVS2,60.2,60.0,53618,4.26,4.24,2.56
0.41,Good,F,I1,63.8,57.0,53618,4.72,4.69,3.0
0.32,Very Good,D,VS2,58.8,59.0,53618,4.49,4.52,2.65
1.57,Premium,E,VS1,61.4,58.0,1425525,7.44,7.48,4.58
1.5,Ideal,G,VVS2,61.3,56.0,1425608,7.39,7.43,4.55
2.01,Premium,E,SI2,58.9,60.0,1425857,8.24,8.2,4.84
2.01,Premium,E,SI2,62.0,61.0,1425857,8.1,8.04,5.0
2.03,Ideal,G,SI2,61.1,57.0,1426106,8.16,8.21,5.0
2.74,Very Good,H,SI2,63.3,58.0,1426272,8.88,8.84,5.61
2.56,Premium,J,SI1,61.4,58.0,1426438,8.76,8.73,5.37
2.01,Premium,H,VS2,61.6,61.0,1426853,8.14,8.07,4.99
1.75,Premium,G,VS1,59.6,60.0,1426853,7.9,7.76,4.67
1.21,Premium,D,VVS1,60.1,59.0,1426936,6.96,6.88,4.16
2.3,Ideal,I,SI1,62.2,60.0,1427019,8.43,8.39,5.23
2.14,Premium,I,VS2,60.7,59.0,1427019,8.33,8.28,5.04
1.67,Ideal,F,VS2,61.8,57.0,1427102,7.58,7.62,4.7
2.01,Ideal,I,VS2,60.7,57.0,1427351,8.21,8.17,4.97
1.71,Premium,G,VS1,62.3,58.0,1427351,7.65,7.61,4.75
1.51,Very Good,F,VVS2,61.3,61.0,1427849,7.33,7.36,4.5
1.5,Premium,F,VVS2,58.8,58.0,1427849,7.51,7.43,4.39
